1.3527 	WARNING 	Movie2 stim could not be imported and won't be available
79.1622 	EXP 	grating: autoDraw = False
79.1622 	EXP 	fixation: autoDraw = False
79.1622 	EXP 	grating: color = '[ 0.01258925  0.01258925  0.01258925] (rgb)'
79.1622 	EXP 	grating: pos = array([ 5.,  0.])
79.1622 	EXP 	grating: sf = array([ 2.,  2.])
79.1623 	EXP 	window1: recordFrameIntervals = False
79.4159 	EXP 	fixation: autoDraw = True
79.6695 	EXP 	grating: autoDraw = True
79.8030 	EXP 	grating: autoDraw = False
79.9499 	DATA 	Keypress: right
79.9509 	EXP 	window1: recordFrameIntervals = False
79.9631 	EXP 	grating: autoDraw = False
79.9631 	EXP 	fixation: autoDraw = False
79.9631 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
79.9631 	EXP 	grating: pos = array([ 5.,  0.])
79.9631 	EXP 	grating: sf = array([ 2.,  2.])
79.9632 	EXP 	window1: recordFrameIntervals = False
80.2167 	EXP 	fixation: autoDraw = True
80.4703 	EXP 	grating: autoDraw = True
80.6038 	EXP 	grating: autoDraw = False
80.8843 	DATA 	Keypress: right
80.8853 	EXP 	window1: recordFrameIntervals = False
80.8974 	EXP 	grating: autoDraw = False
80.8974 	EXP 	fixation: autoDraw = False
80.8974 	EXP 	grating: color = '[ 0.00199526  0.00199526  0.00199526] (rgb)'
80.8974 	EXP 	grating: pos = array([ 5.,  0.])
80.8974 	EXP 	grating: sf = array([ 8.,  8.])
80.8975 	EXP 	window1: recordFrameIntervals = False
81.1511 	EXP 	fixation: autoDraw = True
81.4046 	EXP 	grating: autoDraw = True
81.5381 	EXP 	grating: autoDraw = False
81.7785 	DATA 	Keypress: right
81.7795 	EXP 	window1: recordFrameIntervals = False
81.7917 	EXP 	grating: autoDraw = False
81.7917 	EXP 	fixation: autoDraw = False
81.7917 	EXP 	grating: color = '[ 0.03162278  0.03162278  0.03162278] (rgb)'
81.7917 	EXP 	grating: pos = array([-5.,  0.])
81.7917 	EXP 	grating: sf = array([ 8.,  8.])
81.7918 	EXP 	window1: recordFrameIntervals = False
82.0586 	EXP 	fixation: autoDraw = True
82.2989 	EXP 	grating: autoDraw = True
82.4324 	EXP 	grating: autoDraw = False
82.9931 	DATA 	Keypress: left
82.9941 	EXP 	window1: recordFrameIntervals = False
83.0063 	EXP 	grating: autoDraw = False
83.0063 	EXP 	fixation: autoDraw = False
