1.4141 	WARNING 	Movie2 stim could not be imported and won't be available
86.9231 	EXP 	fixation: autoDraw = True
87.4302 	EXP 	gabor: autoDraw = True
87.9241 	EXP 	fixation: autoDraw = False
87.9241 	EXP 	gabor: autoDraw = False
88.2446 	DATA 	Keypress: down
88.2578 	EXP 	fixation: autoDraw = False
88.2578 	EXP 	gabor: autoDraw = False
88.2578 	EXP 	gabor: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
88.2578 	EXP 	fixation: autoDraw = True
88.7650 	EXP 	gabor: autoDraw = True
89.2588 	EXP 	fixation: autoDraw = False
89.2588 	EXP 	gabor: autoDraw = False
89.7128 	DATA 	Keypress: up
89.7259 	EXP 	fixation: autoDraw = False
89.7259 	EXP 	gabor: autoDraw = False
89.7259 	EXP 	gabor: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
89.7259 	EXP 	fixation: autoDraw = True
90.2332 	EXP 	gabor: autoDraw = True
90.7270 	EXP 	fixation: autoDraw = False
90.7270 	EXP 	gabor: autoDraw = False
91.1543 	DATA 	Keypress: up
91.1675 	EXP 	fixation: autoDraw = False
91.1675 	EXP 	gabor: autoDraw = False
91.1675 	EXP 	gabor: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
91.1675 	EXP 	fixation: autoDraw = True
91.6747 	EXP 	gabor: autoDraw = True
92.1685 	EXP 	fixation: autoDraw = False
92.1685 	EXP 	gabor: autoDraw = False
92.7560 	DATA 	Keypress: up
92.7692 	EXP 	fixation: autoDraw = False
92.7692 	EXP 	gabor: autoDraw = False
92.7692 	EXP 	gabor: color = '[ 0.001  0.001  0.001] (rgb)'
92.7692 	EXP 	fixation: autoDraw = True
93.2764 	EXP 	gabor: autoDraw = True
93.7711 	EXP 	fixation: autoDraw = False
93.7711 	EXP 	gabor: autoDraw = False
94.4511 	DATA 	Keypress: down
